Year,Month,Day,Precip_mm,Runoff_mm,Evap_mm,Transpiration_mm,SoilWater_mm,Recharge_mm,Tmax_C,Tmin_C,del_O,del_H,RelHum
2011,6,5,0,0,0,3.7,70.8,0,24.44444444,10,-1.65261445,-1.882794626,0.793625
2011,6,6,0,0,0,4.5,67.61,0,28.33333333,8.333333333,-1.65261445,-1.882794626,0.507088194
2011,6,7,0,0,0,4.4,64.63,0,27.77777778,10.55555556,-1.65261445,-1.882794626,0.633448611
2011,6,8,0,0,0,4,62.03,0,26.11111111,13.33333333,4.435607598,16.75802679,0.721059028
2011,6,9,0.3,0,0,5,59.11,0,32.22222222,18.88888889,-3.181128106,-16.01535506,0.656745139
2011,6,10,12.8,0,0,5,66.91,0,31.66666667,14.44444444,-3.47740982,-11.28954345,0.737468056
2011,6,11,19,0,0,4.4,81.51,0,27.77777778,17.77777778,-3.47740982,-11.28954345,0.808870139
2011,6,12,0.8,0,0,4.4,78.55,0,27.77777778,15.55555556,-3.47740982,-11.28954345,0.829465972
2011,6,13,0,0,0,4.1,75.32,0,26.11111111,8.333333333,-3.47740982,-11.28954345,0.607640278
2011,6,14,0.5,0,0,3.3,73.19,0,21.66666667,7.777777778,-3.47740982,-11.28954345,0.5877375
2011,6,15,0,0,0,3.1,70.9,0,20.55555556,3.888888889,-3.47740982,-11.28954345,0.664774306
2011,6,16,12.3,0,0,4,79.2,0,25.55555556,10,-3.47740982,-11.28954345,0.634759028
2011,6,17,0,0,0,3.2,76.64,0,21.11111111,11.66666667,-3.47740982,-11.28954345,0.884738194
2011,6,18,0,0,0,3.9,73.63,0,25,11.66666667,-3.47740982,-11.28954345,0.723329167
2011,6,19,0,0,0,4.3,70.46,0,27.22222222,12.22222222,-3.47740982,-11.28954345,0.673177778
2011,6,20,1.7,0,0,4.3,68.6,0,27.22222222,15.55555556,-3.47740982,-11.28954345,0.5610625
2011,6,21,13.5,0,0,4.1,78,0,26.11111111,16.11111111,-3.47740982,-11.28954345,0.794370139
2011,6,22,0.1,0,0,4.6,74.49,0,28.88888889,18.88888889,-3.47740982,-11.28954345,0.777570833
2011,6,23,0.7,0,0,4.5,71.64,0,28.33333333,20,-3.47740982,-11.28954345,0.783811111
2011,6,24,3.2,0,0,4.2,70.91,0,26.66666667,15,-3.47740982,-11.28954345,0.817045833
2011,6,25,0,0,0,3.3,68.55,0,21.66666667,15,-3.47740982,-11.28954345,0.797289583
2011,6,26,0,0,0,3,66.47,0,20,11.66666667,-3.47740982,-11.28954345,0.748795833
2011,6,27,0,0,0,3.1,64.39,0,20.55555556,9.444444444,-3.47740982,-11.28954345,0.780465278
2011,6,28,0,0,0,4,61.8,0,26.11111111,13.88888889,-3.47740982,-11.28954345,0.782743056
2011,6,29,0,0,0,4.5,59.01,0,28.33333333,12.22222222,-3.47740982,-11.28954345,0.606213194
2011,6,30,0,0,0,3.6,56.87,0,23.88888889,8.333333333,-3.47740982,-11.28954345,0.627122917
2011,7,1,0,0,0,3.9,54.64,0,25.55555556,7.777777778,-3.47740982,-11.28954345,0.553811111
2011,7,2,0,0,0,4.3,52.29,0,27.77777778,7.777777778,-3.47740982,-11.28954345,0.545603472
2011,7,3,0,0,0,4.7,49.83,0,29.44444444,15,-3.47740982,-11.28954345,0.637246528
2011,7,4,0,0,0,4.7,47.48,0,29.44444444,13.88888889,-3.47740982,-11.28954345,0.607677778
2011,7,5,0,0,0,4.2,45.48,0,27.22222222,13.88888889,-1.621306055,-6.815490763,0.680895139
2011,7,6,0,0,0,4.6,43.38,0,29.44444444,11.66666667,-1.621306055,-6.815490763,0.508757639
2011,7,7,0,0,0,5,41.22,0,31.66666667,15,-1.621306055,-6.815490763,0.538946528
2011,7,8,1,0,0,4.7,39.68,0,30,17.22222222,-1.621306055,-6.815490763,0.809299306
2011,7,9,0,0,0,3.29,38.36,0,23.88888889,14.44444444,-1.621306055,-6.815490763,0.785283333
2011,7,10,0,0,0,3.9,36.86,0,30,12.22222222,-1.621306055,-6.815490763,0.498979167
2011,7,11,0,0,0,3.73,35.48,0,31.66666667,16.11111111,0.546702677,-10.48919818,0.585604167
2011,7,12,0,0,0,3.3,34.3,0,33.33333333,19.44444444,0.546702677,-10.48919818,0.616023611
2011,7,13,0,0,0,2.82,33.32,0,31.11111111,16.11111111,0.546702677,-10.48919818,0.596486111
2011,7,14,0,0,0,2.16,32.59,0,28.33333333,8.888888889,0.546702677,-10.48919818,0.511544444
2011,7,15,0,0,0,1.74,32.01,0,27.77777778,11.11111111,0.546702677,-10.48919818,0.504754167
2011,7,16,0,0,0,1.38,31.56,0,27.77777778,11.11111111,0.546702677,-10.48919818,0.533204861
2011,7,17,0,0,0,1.08,31.22,0,29.44444444,15.55555556,0.546702677,-10.48919818,0.552322222
2011,7,18,0,0,0,0.75,30.98,0,32.22222222,17.77777778,0.546702677,-10.48919818,0.561554861
2011,7,19,0,0,0,0.75,30.74,0,33.33333333,21.11111111,0.546702677,-10.48919818,0.668115278
2011,7,20,0,0,0,0.75,30.5,0,33.33333333,17.77777778,0.546702677,-10.48919818,0.616379167
2011,7,21,0,0,0,0.75,30.27,0,35,18.88888889,0.546702677,-10.48919818,0.610383333
2011,7,22,0,0,0,0.75,30.04,0,36.66666667,24.44444444,0.546702677,-10.48919818,0.555781944
2011,7,23,0,0,0,0.75,29.81,0,38.88888889,21.11111111,0.546702677,-10.48919818,0.440775
2011,7,24,0,0,0,0.75,29.58,0,33.88888889,22.77777778,0.546702677,-10.48919818,0.578545139
2011,7,25,20.3,0,0,0.75,49.13,0,33.33333333,19.44444444,0.546702677,-10.48919818,0.740710417
2011,7,26,0,0,4.17,0.74,46.72,0,31.66666667,14.44444444,0.546702677,-10.48919818,0.838252778
2011,7,27,0,0,3.91,0.69,44.57,0,30,10.55555556,0.546702677,-10.48919818,0.519697203
2011,7,28,22.2,0,3.83,0.68,62.27,0,29.44444444,15.55555556,0.546702677,-10.48919818,0.587846528
2011,7,29,0.4,0,2.89,0.51,60.38,0,23.88888889,18.33333333,0.546702677,-10.48919818,0.892382639
2011,7,30,0,0,4.17,0.74,57.42,0,31.66666667,17.77777778,0.546702677,-10.48919818,0.7110875
2011,7,31,0,0,4.08,0.72,54.66,0,31.11111111,11.11111111,0.546702677,-10.48919818,0.447925
2011,8,1,0.1,0,3.91,0.69,52.2,0,30.55555556,15.55555556,0.546702677,-10.48919818,0.619433333
2011,8,2,0,0,4,0.71,49.74,0,31.11111111,14.44444444,0.546702677,-10.48919818,0.666345833
2011,8,3,6.6,0,4,0.71,51.64,0,31.11111111,17.77777778,0.546702677,-10.48919818,0.603571528
2011,8,4,0,0,2.72,0.48,49.97,0,22.77777778,18.33333333,0.546702677,-10.48919818,0.888681944
2011,8,5,0,0,3.4,0.6,47.97,0,27.77777778,17.77777778,0.546702677,-10.48919818,0.793913194
2011,8,6,23.5,0,2.93,0.53,68.01,0,25,19.44444444,0.546702677,-10.48919818,0.792160417
2011,8,7,3.9,0,3.15,0.56,68.21,0,26.11111111,19.44444444,0.546702677,-10.48919818,0.920465278
2011,8,8,0,0,3.4,0.6,65.47,0,27.77777778,19.44444444,0.546702677,-10.48919818,0.718210417
2011,8,9,5.8,0,3.57,0.63,67.07,0,28.88888889,17.22222222,0.546702677,-10.48919818,0.829647917
2011,8,10,0,0,3.23,0.57,64.5,0,26.66666667,16.11111111,0.546702677,-10.48919818,0.682661111
2011,8,11,0,0,3.23,0.57,62.04,0,27.22222222,10,0.546702677,-10.48919818,0.604845139
2011,8,12,0,0,2.75,0.51,60,0,25,7.777777778,-6.868519831,-38.07656123,0.551285417
2011,8,13,1.9,0,2.48,0.56,59.31,0,26.66666667,12.22222222,-6.868519831,-38.07656123,0.675496528
2011,8,14,15.4,0,2.11,0.51,72.09,0,25,18.33333333,-6.868519831,-38.07656123,0.824516667
2011,8,15,3.3,0,2.98,0.53,71.94,0,25.55555556,15.55555556,-6.868519831,-38.07656123,0.846661111
2011,8,16,0.1,0,2.47,0.44,69.9,0,22.22222222,15,-6.841705722,-49.11746699,0.767475694
2011,8,17,0,0,3.23,0.57,67.23,0,27.22222222,10.55555556,-6.841705722,-49.11746699,0.63299375
2011,8,18,0,0,3.32,0.59,64.6,0,28.33333333,13.33333333,-6.841705722,-49.11746699,0.655279167
2011,8,19,5.2,0,3.32,0.59,65.9,0,28.33333333,13.88888889,-6.841705722,-49.11746699,0.66836875
2011,8,20,0,0,3.06,0.54,63.51,0,26.66666667,11.66666667,-6.841705722,-49.11746699,0.867384722
2011,8,21,0.3,0,3.32,0.59,61.2,0,28.33333333,15,-6.841705722,-49.11746699,0.703218056
2011,8,22,0,0,3,0.56,59.01,0,27.22222222,12.22222222,-6.841705722,-49.11746699,0.690052778
2011,8,23,0,0,1.92,0.44,57.61,0,22.77777778,7.222222222,-6.841705722,-49.11746699,0.577517361
2011,8,24,0,0,1.79,0.48,56.28,0,25,11.66666667,-6.841705722,-49.11746699,0.557289655
2011,8,25,5.3,0,1.53,0.5,59.55,0,25.55555556,17.77777778,-6.841705722,-49.11746699,0.653597917
2011,8,26,0,0,2.81,0.5,57.57,0,25.55555556,11.66666667,-6.841705722,-49.11746699,0.70941875
2011,8,27,2.2,0,2.89,0.51,56.87,0,26.11111111,14.44444444,-6.841705722,-49.11746699,0.7497
2011,8,28,23.7,0.05,2.81,0.5,77.21,0,25.55555556,15.55555556,-6.841705722,-49.11746699,0.820253472
2011,8,29,0,0,2.38,0.42,75.03,0,22.77777778,7.222222222,-6.841705722,-49.11746699,0.648365278
2011,8,30,0,0,2.21,0.39,73.05,0,21.66666667,7.222222222,-6.841705722,-49.11746699,0.681865278
2011,8,31,0,0,2.72,0.48,70.69,0,25.55555556,10,-8.032385758,-53.78921425,0.625204861
2011,9,1,2.1,0,2.64,0.47,69.97,0,25,12.22222222,-8.032385758,-53.78921425,0.709974306
2011,9,2,0,0,2.72,0.48,67.71,0,25.55555556,16.11111111,-8.032385758,-53.78921425,0.77240625
2011,9,3,0,0,2.64,0.47,65.59,0,25,17.77777778,-8.032385758,-53.78921425,0.812222222
2011,9,4,1.3,0,3.83,0.68,63.48,0,32.77777778,18.33333333,-8.032385758,-53.78921425,0.800470139
2011,9,5,24,0.13,3.23,0.57,83.54,0,29.44444444,17.77777778,-10.60715161,-75.73422771,0.843213889
2011,9,6,33.7,3.63,1.87,0.33,97.5,13.91,19.44444444,12.77777778,-6.409823142,-37.33683025,0.898430556
2011,9,7,55.4,20.36,1.28,0.23,97.5,33.54,14.44444444,12.22222222,-7.922096666,-49.90518507,0.910666667
2011,9,8,9.9,0.08,1.53,0.27,97.5,8.02,17.22222222,13.88888889,-4.183361953,-23.97958692,0.908054167
2011,9,9,1.3,0,1.96,0.35,96.51,0,21.11111111,16.66666667,-4.183361953,-23.97958692,0.89955625
2011,9,10,0.8,0,2.04,0.36,94.93,0,21.66666667,16.66666667,-4.183361953,-23.97958692,0.87753125
2011,9,11,2.6,0,2.3,0.41,94.84,0,23.88888889,12.22222222,-4.183361953,-23.97958692,0.843516667
2011,9,12,0,0,2.38,0.42,92.15,0,24.44444444,11.66666667,-4.183361953,-23.97958692,0.859543056
2011,9,13,0,0,2.4,0.44,89.51,0,25,13.33333333,-6.119415362,-36.38813603,0.799029167
2011,9,14,5.6,0,2.12,0.45,92.53,0,26.11111111,15.55555556,-6.119415362,-36.38813603,0.722449306
2011,9,15,7.1,0,2.38,0.42,96.83,0,25,11.11111111,-6.119415362,-36.38813603,0.80245625
2011,9,16,0,0,0.94,0.17,95.75,0,12.22222222,0,-6.119415362,-36.38813603,0.646272222
2011,9,17,0,0,1.28,0.23,94.29,0,16.11111111,2.222222222,-6.119415362,-36.38813603,0.728063889
2011,9,18,0,0,1.28,0.23,92.85,0,15.55555556,6.111111111,-6.512638818,-31.04201043,0.695140972
2011,9,19,7.8,0,1.45,0.26,97.5,1.45,17.77777778,4.444444444,-6.512638818,-31.04201043,0.706109722
2011,9,20,2,0,1.19,0.21,97.5,0.6,15.55555556,11.66666667,-6.512638818,-31.04201043,0.854377083
2011,9,21,0.1,0,1.96,0.35,95.32,0,22.22222222,13.33333333,-6.512638818,-31.04201043,0.856891667
2011,9,22,0,0,1.96,0.35,93.1,0,22.22222222,16.66666667,-7.243980293,-44.91056576,0.829869444
2011,9,23,11,0.03,2.13,0.38,97.5,4.08,23.88888889,12.77777778,-7.243980293,-44.91056576,0.849395833
2011,9,24,0,0,1.62,0.29,95.62,0,20,12.22222222,-7.243980293,-44.91056576,0.880352083
2011,9,25,0,0,1.96,0.35,93.39,0,22.77777778,12.77777778,-8.954492382,-55.90149214,0.785118056
2011,9,26,0,0,2.13,0.38,91.03,0,24.44444444,16.66666667,-8.954492382,-55.90149214,0.813319444
2011,9,27,43.2,9.26,2.02,0.39,97.5,25.05,25,18.33333333,-8.954492382,-55.90149214,0.811704167
2011,9,28,19.4,1.68,1.87,0.33,97.5,15.52,22.22222222,15.55555556,-8.954492382,-55.90149214,0.899447222
2011,9,29,3.8,0,1.79,0.32,97.5,1.7,21.66666667,12.77777778,-8.954492382,-55.90149214,0.892974306
2011,9,30,0.1,0,1.11,0.2,96.31,0,16.11111111,9.444444444,-15.71480374,-109.2829681,0.750922917
2011,10,1,8.9,0.04,0.94,0.17,97.5,6.57,14.44444444,6.111111111,-15.71480374,-109.2829681,0.768725694
2011,10,2,18.3,1.82,0.52,0.09,97.5,15.87,8.888888889,0,-15.71480374,-109.2829681,0.877909722
2011,10,3,1.8,0,0.37,0.07,97.5,1.36,6.666666667,0.555555556,-15.71480374,-109.2829681,0.889286111
2011,10,4,0.2,0,0.69,0.12,96.89,0,11.66666667,5,-15.71480374,-109.2829681,0.888603472
2011,10,5,0.1,0,0.94,0.17,95.9,0,14.44444444,6.666666667,-15.71480374,-109.2829681,0.714600694
2011,10,6,0,0,1.45,0.26,94.25,0,20,0,-15.71480374,-109.2829681,0.592575694
2011,10,7,0,0,1.45,0.26,92.62,0,20,1.111111111,-15.71480374,-109.2829681,0.705670833
2011,10,8,0,0,1.7,0.3,90.74,0,22.22222222,3.888888889,-15.71480374,-109.2829681,0.701557639
2011,10,9,0,0,1.84,0.36,88.72,0,25,5,-15.71480374,-109.2829681,0.7451
2011,10,10,0,0,1.88,0.42,86.65,0,27.77777778,6.666666667,-6.935321424,-41.54001925,0.727083333
2011,10,11,0,0,1.09,0.29,85.44,0,22.22222222,7.777777778,-6.935321424,-41.54001925,0.794743056
2011,10,12,15.2,0.21,0.93,0.27,97.5,1.73,21.11111111,8.333333333,-6.935321424,-41.54001925,0.7354625
2011,10,13,8.2,0.04,0.62,0.11,97.5,7.43,12.22222222,10.55555556,-16.40433323,-114.0814503,0.914104167
2011,10,14,12.4,0.42,0.94,0.17,97.5,10.88,16.11111111,12.22222222,-16.40433323,-114.0814503,0.905409722
2011,10,15,0,0,0.77,0.14,96.59,0,14.44444444,7.777777778,-16.40433323,-114.0814503,0.668141667
2011,10,16,2.7,0,0.63,0.11,97.5,1.05,12.77777778,7.222222222,-16.40433323,-114.0814503,0.397877083
2011,10,17,0.6,0,1.02,0.18,96.9,0,17.22222222,5.555555556,-16.40433323,-114.0814503,0.637205556
2011,10,18,0,0,0.84,0.15,95.92,0,15.55555556,5.555555556,-12.52986031,-89.79927937,0.301576389
2011,10,19,21.5,2.27,1.19,0.21,97.5,16.25,19.44444444,8.333333333,-12.52986031,-89.79927937,0.500013194
2011,10,20,0.8,0,1.11,0.2,97,0,18.33333333,6.666666667,-12.52986031,-89.79927937,0.825280556
2011,10,21,0,0,0.31,0.05,96.64,0,8.888888889,4.444444444,-12.52986031,-89.79927937,0.682653472
2011,10,22,0,0,0.2,0.04,96.41,0,7.222222222,4.444444444,-12.52986031,-89.79927937,0.747138889
2011,10,23,0,0,0.43,0.08,95.9,0,11.11111111,-1.666666667,-9.79164786,-67.66787842,0.7735875
2011,10,24,1.2,0,0.67,0.12,96.31,0,14.44444444,-0.555555556,-9.79164786,-67.66787842,0.645066667
2011,10,25,0,0,0.76,0.13,95.44,0,15.55555556,2.777777778,-3.222986086,-12.82754414,0.64734375
2011,10,26,0.8,0,0.7,0.12,95.42,0,15,3.333333333,-3.222986086,-12.82754414,0.563913194
2011,10,27,9.6,0.07,0.78,0.14,97.5,6.53,16.11111111,6.111111111,-19.08015663,-130.8392169,0.781073611
2011,10,28,0.2,0,0.27,0.05,97.38,0,9.444444444,-3.333333333,-16.0322158,-103.4873452,0.802897917
2011,10,29,16.4,1.44,0.04,0.01,97.5,14.79,5,-3.333333333,-18.9473003,-131.1747233,0.736863194
2011,10,30,0.2,0,0,0,97.5,0.2,1.111111111,-3.888888889,-18.9473003,-131.1747233,0.865129861
2011,10,31,0,0,0.07,0.01,97.41,0,6.111111111,-2.777777778,-18.9473003,-131.1747233,0.748020833
2011,11,1,0,0,0.04,0.01,97.36,0,5.555555556,-2.222222222,-18.9473003,-131.1747233,0.653549306
2011,11,2,0.1,0,0.41,0.07,96.98,0,12.22222222,-1.666666667,-18.9473003,-131.1747233,0.699260417
2011,11,3,0,0,0.62,0.11,96.26,0,15,-1.111111111,-18.9473003,-131.1747233,0.655009028
2011,11,4,0,0,0.81,0.14,95.33,0,17.22222222,2.222222222,-18.9473003,-131.1747233,0.557648611
2011,11,5,0,0,0.24,0.04,95.05,0,10,-5.555555556,-18.9473003,-131.1747233,0.498102778
2011,11,6,0,0,0.17,0.03,94.86,0,8.888888889,-5.555555556,-18.9473003,-131.1747233,0.452546528
2011,11,7,0.1,0,0.33,0.06,94.58,0,11.66666667,-0.555555556,-18.9473003,-131.1747233,0.675890972
2011,11,8,0.1,0,0.85,0.15,93.71,0,18.33333333,2.222222222,-18.9473003,-131.1747233,0.612209722
2011,11,9,0.1,0,0.94,0.17,92.75,0,19.44444444,3.333333333,-3.77610172,-16.17361443,0.536457639
2011,11,10,2.2,0,0.7,0.12,94.13,0,16.66666667,4.444444444,-3.77610172,-16.17361443,0.5641125
2011,11,11,0.1,0,0,0,94.23,0,5,-2.222222222,-3.77610172,-16.17361443,0.611684028
2011,11,12,0,0,0,0,94.23,0,3.888888889,-1.111111111,-3.77610172,-16.17361443,0.620867361
2011,11,13,0,0,0.44,0.08,93.73,0,13.88888889,1.111111111,-6.322017299,-32.60025509,0.417373611
2011,11,14,0.4,0,0.57,0.1,93.47,0,15.55555556,11.11111111,-9.553051,-65.72300236,0.467125
2011,11,15,6.4,0,0.94,0.17,97.5,1.27,19.44444444,11.11111111,-9.553051,-65.72300236,0.759641667
2011,11,16,8.6,0.09,0.23,0.04,97.5,8.24,11.11111111,9.444444444,-9.553051,-65.72300236,0.930388889
2011,11,17,0,0,0.26,0.05,97.19,0,11.66666667,0,-9.553051,-65.72300236,0.706965972
2011,11,18,0,0,0,0,97.19,0,3.333333333,-5,-9.553051,-65.72300236,0.504902083
2011,11,19,0,0,0,0,97.19,0,4.444444444,-5,-3.370972472,-15.18942457,0.367807639
2011,11,20,0.8,0,0.32,0.06,97.5,0.11,12.77777778,1.111111111,-7.374168859,-40.69062746,0.408115972
2011,11,21,4.7,0,0.53,0.09,97.5,4.08,15.55555556,5.555555556,-7.374168859,-40.69062746,0.778565278
2011,11,22,47.2,16.03,0,0,97.5,31.17,6.111111111,2.222222222,-7.374168859,-40.69062746,0.897209722
2011,11,23,8.6,0.1,0.16,0.03,97.5,8.31,10.55555556,2.777777778,-7.374168859,-40.69062746,0.915507639
2011,11,24,0,0,0.15,0.03,97.32,0,10.55555556,-1.111111111,-7.374168859,-40.69062746,0.727021528
2011,11,25,0,0,0.03,0.01,97.29,0,8.333333333,0,-7.374168859,-40.69062746,0.64639375
2011,11,26,0,0,0.33,0.06,96.9,0,13.33333333,1.111111111,-7.374168859,-40.69062746,0.399175694
2011,11,27,0.3,0,0.54,0.1,96.56,0,16.11111111,8.333333333,-7.374168859,-40.69062746,0.538504861
2011,11,28,0,0,0.45,0.08,96.04,0,15,9.444444444,-7.374168859,-40.69062746,0.6343125
2011,11,29,12.5,0.4,0.64,0.11,97.5,9.89,17.22222222,12.22222222,-7.374168859,-40.69062746,0.728027083
2011,11,30,0.7,0,0.4,0.07,97.5,0.23,14.44444444,0,-7.374168859,-40.69062746,0.82026875
2011,12,1,0,0,0,0,97.5,0,4.444444444,-2.222222222,-7.374168859,-40.69062746,0.678620139
2011,12,2,0,0,0,0,97.5,0,6.111111111,-5,-7.374168859,-40.69062746,0.685843056
2011,12,3,0,0,0,0,97.5,0,6.111111111,-6.111111111,-7.374168859,-40.69062746,0.722195139
2011,12,4,0,0,0,0,97.5,0,5,-6.666666667,0.659874971,18.50143028,0.616189583
2011,12,5,1.1,0,0.12,0.02,97.5,0.96,10.55555556,1.666666667,-2.072973579,-4.064051197,0.664585417
2011,12,6,3.9,0,0.22,0.04,97.5,3.64,12.22222222,7.222222222,-6.415746887,-44.50799735,0.795443056
2011,12,7,33.5,8.1,0.22,0.04,97.5,25.14,12.22222222,4.444444444,-6.415746887,-44.50799735,0.914951389
2011,12,8,0,0,0,0,97.5,0,5,-2.777777778,-6.415746887,-44.50799735,0.778538889
2011,12,9,0,0,0,0,97.5,0,-0.555555556,-4.444444444,-6.415746887,-44.50799735,0.7666375
2011,12,10,0,0,0,0,97.5,0,3.888888889,-2.777777778,-6.415746887,-44.50799735,0.596313889
2011,12,11,0.1,0,0,0,97.5,0.1,0,-11.66666667,-6.415746887,-44.50799735,0.596483333
2011,12,12,0,0,0,0,97.5,0,2.222222222,-11.11111111,-6.415746887,-44.50799735,0.550538194
2011,12,13,0,0,0,0,97.5,0,5.555555556,-7.777777778,-7.307322067,-60.25106236,0.663531944
2011,12,14,1.3,0,0,0,97.5,1.3,6.666666667,-7.222222222,-3.669235332,-18.66792717,0.556711806
2011,12,15,2.9,0,0,0,97.5,2.9,7.222222222,0.555555556,-3.669235332,-18.66792717,0.647738889
2011,12,16,0,0,0.21,0.14,97.16,0,12.77777778,0.555555556,-3.669235332,-18.66792717,0.658477083
2011,12,17,0,0,0,0,97.16,0,2.222222222,-1.666666667,-3.669235332,-18.66792717,0.588078472
2011,12,18,0,0,0,0,97.16,0,-1.111111111,-5.555555556,-3.669235332,-18.66792717,0.777220139
2011,12,19,0.5,0,0,0,97.5,0.16,1.111111111,-5,-3.669235332,-18.66792717,0.721906944
2011,12,20,4.7,0,0,0,97.5,4.7,6.111111111,0.555555556,-3.669235332,-18.66792717,0.7184875
2011,12,21,16,1.37,0,0,97.5,14.63,6.666666667,0.555555556,-3.669235332,-18.66792717,0.92025
2011,12,22,5.9,0,0.1,0.06,97.5,5.74,10.55555556,5,-3.669235332,-18.66792717,0.782540972
2011,12,23,6.5,0.01,0,0,97.5,6.49,8.333333333,1.666666667,-3.669235332,-18.66792717,0.766826389
2011,12,24,0,0,0,0,97.5,0,2.777777778,-2.777777778,-3.669235332,-18.66792717,0.630019444
2011,12,25,0.1,0,0,0,97.5,0.1,0.555555556,-3.888888889,-3.669235332,-18.66792717,0.639249306
2011,12,26,0,0,0,0,97.5,0,6.666666667,-1.666666667,-3.669235332,-18.66792717,0.553402083
2011,12,27,16.9,1.6,0,0,97.5,15.3,2.222222222,-2.777777778,-3.669235332,-18.66792717,0.625043056
2011,12,28,1,0,0,0,97.5,1,3.333333333,-1.111111111,-3.669235332,-18.66792717,0.81405
2011,12,29,0,0,0,0,97.5,0,-1.111111111,-11.11111111,-3.669235332,-18.66792717,0.631452778
2011,12,30,0.4,0,0,0,97.5,0.4,3.333333333,-10,-3.669235332,-18.66792717,0.850192361
2011,12,31,0.6,0,0,0,97.5,0.6,7.222222222,2.777777778,-3.669235332,-18.66792717,0.765129167
2012,1,1,0.51,0,0,0,97.5,0.51,5.555555556,2.222222222,-3.669235332,-18.66792717,0.783416667
